"","FileNumber","ResultCode","AccountStatus","PermitStatus","DateIssued","DateExpired","AnnualTimeStart","AnnualTimeEnd","ProjectTitle","FirstName","LastName","Organization","HUCNumber","WaterbodyName","BasinName","StreamName","LocationDescription","CommonName","Population","Run","Production","LifeStage","Sex","TakeAction","CaptureMethod","ExpTake","IndMort","Species"
"43","15215-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-01-19,2025-12-31,2021-01-19,2025-12-31,"Renew: California Statewide Fish Disease Monitoring Program",NA,NA,"California Department of Fish and Wildlife",99999999,"N/A","N/A","Throughout California","Investigations of aquatic animal die-offs/disease outbreaks may take place anywhere in the State of California and its waters, at any time or place, for any species of freshwater and saltwater fish.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Juvenile","Male and Female","Observe/Sample Tissue Dead Animal","Hand and/or Dip Net",10,0,"Sacramento River winter-run Chinook salmon"
"44","15215-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-01-19,2025-12-31,2021-01-19,2025-12-31,"Renew: California Statewide Fish Disease Monitoring Program",NA,NA,"California Department of Fish and Wildlife",99999999,"N/A","N/A","Throughout California","Investigations of aquatic animal die-offs/disease outbreaks may take place anywhere in the State of California and its waters, at any time or place, for any species of freshwater and saltwater fish.","coho salmon","Central California Coast","N/A","Listed Hatchery Intact Adipose","Juvenile","Male and Female","Observe/Sample Tissue Dead Animal","Hand and/or Dip Net",10,0,"Central California Coast coho salmon"
"45","15215-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-01-19,2025-12-31,2021-01-19,2025-12-31,"Renew: California Statewide Fish Disease Monitoring Program",NA,NA,"California Department of Fish and Wildlife",99999999,"N/A","N/A","Throughout California","Investigations of aquatic animal die-offs/disease outbreaks may take place anywhere in the State of California and its waters, at any time or place, for any species of freshwater and saltwater fish.","coho salmon","Central California Coast","N/A","Natural","Juvenile","Male and Female","Observe/Sample Tissue Dead Animal","Hand and/or Dip Net",10,0,"Central California Coast coho salmon"
"46","15215-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-01-19,2025-12-31,2021-01-19,2025-12-31,"Renew: California Statewide Fish Disease Monitoring Program",NA,NA,"California Department of Fish and Wildlife",99999999,"N/A","N/A","Throughout California","Investigations of aquatic animal die-offs/disease outbreaks may take place anywhere in the State of California and its waters, at any time or place, for any species of freshwater and saltwater fish.","steelhead","Southern California","N/A","Natural","Juvenile","Male and Female","Observe/Sample Tissue Dead Animal","Hand and/or Dip Net",10,0,"Southern California steelhead"
"47","15486-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-16,2025-12-31,2021-04-16,2025-12-31,"Stream Typing in Headwater Streams of the Pacific Northwest for the Purpose of Determining Species Distribution","N.","Peterson","West Fork Environmental, Inc.",99999999,"N/A","N/A","Clearwater River","Clearwater River headwater tributaries","Chinook salmon","Snake River fall-run","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Snake River fall-run Chinook salmon"
"48","15486-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-16,2025-12-31,2021-04-16,2025-12-31,"Stream Typing in Headwater Streams of the Pacific Northwest for the Purpose of Determining Species Distribution","N.","Peterson","West Fork Environmental, Inc.",99999999,"N/A","N/A","Columbia River east of the Cascades","Columbia River headwater tributaries east of the cascades","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Snake River spring/summer-run Chinook salmon"
"49","15486-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-16,2025-12-31,2021-04-16,2025-12-31,"Stream Typing in Headwater Streams of the Pacific Northwest for the Purpose of Determining Species Distribution","N.","Peterson","West Fork Environmental, Inc.",99999999,"N/A","N/A","Columbia River east of the Cascades","Columbia River headwater tributaries east of the cascades","steelhead","Upper Columbia River","Summer","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Upper Columbia River steelhead"
"50","15486-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-16,2025-12-31,2021-04-16,2025-12-31,"Stream Typing in Headwater Streams of the Pacific Northwest for the Purpose of Determining Species Distribution","N.","Peterson","West Fork Environmental, Inc.",99999999,"N/A","N/A","Lower Columbia River and Willamette River","Lower Columbia and Willamette River headwater tributaries","steelhead","Lower Columbia River","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",20,1,"Lower Columbia River steelhead"
"51","15486-3R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-16,2025-12-31,2021-04-16,2025-12-31,"Stream Typing in Headwater Streams of the Pacific Northwest for the Purpose of Determining Species Distribution","N.","Peterson","West Fork Environmental, Inc.",99999999,"N/A","N/A","Puget Sound","Puget Sound headwater tributaries","steelhead","Puget Sound","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Puget Sound steelhead"
"52","16303-2R","NMFS 10a1A Salmon","Application Complete","Issued",2018-02-09,2022-12-31,2018-02-09,2022-12-31,"Renew: Marine Juvenile Salmon Investigations in survival and Growth","David","Beauchamp","U.S. Geological Survey",NA,"Admiralty Inlet",NA,NA,"All marine waters of Hood Canal, Puget Sound, and the Strait of Juan de Fuca","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Seine, Beach",2000,0,"Puget Sound Chinook salmon"
"53","16303-2R","NMFS 10a1A Salmon","Application Complete","Issued",2018-02-09,2022-12-31,2018-02-09,2022-12-31,"Renew: Marine Juvenile Salmon Investigations in survival and Growth","David","Beauchamp","U.S. Geological Survey",NA,"Admiralty Inlet",NA,NA,"All marine waters of Hood Canal, Puget Sound, and the Strait of Juan de Fuca","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Intentional (Directed) Mortality","Trawl, Midwater",3750,0,"Puget Sound Chinook salmon"
"54","16303-2R","NMFS 10a1A Salmon","Application Complete","Issued",2018-02-09,2022-12-31,2018-02-09,2022-12-31,"Renew: Marine Juvenile Salmon Investigations in survival and Growth","David","Beauchamp","U.S. Geological Survey",NA,"Admiralty Inlet",NA,NA,"All marine waters of Hood Canal, Puget Sound, and the Strait of Juan de Fuca","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Seine, Beach",1000,10,"Puget Sound Chinook salmon"
"55","16303-2R","NMFS 10a1A Salmon","Application Complete","Issued",2018-02-09,2022-12-31,2018-02-09,2022-12-31,"Renew: Marine Juvenile Salmon Investigations in survival and Growth","David","Beauchamp","U.S. Geological Survey",NA,"Admiralty Inlet",NA,NA,"All marine waters of Hood Canal, Puget Sound, and the Strait of Juan de Fuca","steelhead","Puget Sound","Mixed","Natural","Juvenile","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Seine, Purse",30,1,"Puget Sound steelhead"
"56","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Lower Columbia River","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Lower Columbia River Chinook salmon"
"57","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Lower Columbia River","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Lower Columbia River Chinook salmon"
"58","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Snake River fall-run","Fall","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Snake River fall-run Chinook salmon"
"59","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Snake River fall-run","Fall","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Snake River fall-run Chinook salmon"
"60","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Snake River spring/summer-run Chinook salmon"
"61","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Snake River spring/summer-run Chinook salmon"
"62","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Upper Columbia River spring-run","Spring","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Upper Columbia River spring-run Chinook salmon"
"63","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Upper Columbia River spring-run","Spring","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Upper Columbia River spring-run Chinook salmon"
"64","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Upper Willamette River","Spring","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Upper Willamette River Chinook salmon"
"65","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","Chinook salmon","Upper Willamette River","Spring","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Upper Willamette River Chinook salmon"
"66","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","chum salmon","Columbia River","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Columbia River chum salmon"
"67","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","coho salmon","Lower Columbia River","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",50,2,"Lower Columbia River coho salmon"
"68","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","coho salmon","Oregon Coast","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",50,2,"Oregon Coast coho salmon"
"69","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","coho salmon","Southern Oregon/Northern California Coast","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",20,1,"Southern Oregon/Northern California Coast coho salmon"
"70","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Lower Columbia River","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",50,2,"Lower Columbia River steelhead"
"71","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Middle Columbia River","Summer","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",150,7,"Middle Columbia River steelhead"
"72","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Middle Columbia River","Winter","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Middle Columbia River steelhead"
"73","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Snake River Basin","Summer","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Snake River Basin steelhead"
"74","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Snake River Basin","Summer","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Snake River Basin steelhead"
"75","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Upper Columbia River","Summer","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Upper Columbia River steelhead"
"76","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Upper Columbia River","Summer","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Upper Columbia River steelhead"
"77","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Upper Willamette River","Winter","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Upper Willamette River steelhead"
"78","16491-3R","NMFS 10a1A Salmon","Withdrawn","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Renew: Salmonid population studies in coastal Northern California streams","Michael","Fawcett","Fawcett Ecological Consulting",99999999,"N/A","N/A",NA,"Study No. 2: Small watersheds between Russian River and Tomales Bay including the following:  Scotty Creek, Cheney Gulch, Ebabias Creek, and unnamed tributaries to Estero Americano and Estero de San Antonio","coho salmon","Central California Coast","N/A","Natural","Juvenile","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Seine, Beach",100,2,"Central California Coast coho salmon"
"79","16491-3R","NMFS 10a1A Salmon","Withdrawn","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Renew: Salmonid population studies in coastal Northern California streams","Michael","Fawcett","Fawcett Ecological Consulting",99999999,"N/A","N/A","Bodega Bay - 18010111","Study No. 1: Watershed and estuary of Salmon Creek in Sonoma County, CA","Chinook salmon","California Coastal","Fall","Natural","Juvenile","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Seine, Beach",50,1,"California Coastal Chinook salmon"
"80","16491-3R","NMFS 10a1A Salmon","Withdrawn","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Renew: Salmonid population studies in coastal Northern California streams","Michael","Fawcett","Fawcett Ecological Consulting",99999999,"N/A","N/A","Bodega Bay - 18010111","Study No. 1: Watershed and estuary of Salmon Creek in Sonoma County, CA","coho salmon","Central California Coast","N/A","Natural","Juvenile","Male and Female","Observe/Harass","Snorkel/Dive surveys",1000,0,"Central California Coast coho salmon"
"81","16491-3R","NMFS 10a1A Salmon","Withdrawn","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Renew: Salmonid population studies in coastal Northern California streams","Michael","Fawcett","Fawcett Ecological Consulting",99999999,"N/A","N/A","Bodega Bay - 18010111","Study No. 1: Watershed and estuary of Salmon Creek in Sonoma County, CA","steelhead","Central California Coast","N/A","Natural","Juvenile","Male and Female","Observe/Harass","Snorkel/Dive surveys",1000,0,"Central California Coast steelhead"
"82","16506-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Squaw Creek and Pescadero Creek Fisheries Population Studies","Mike","Podlech","independent researcher",99999999,"N/A","N/A","Squaw Creek (Study 1)","Study 1: Backpack electrofishing surveys at the following six sampling sites:
Station 1: 38º49'28"" N, 122º25'36"" W
Station 3: 38º50'15"" N, 122º52'25"" W
Station 4: 38º50'17"" N, 122º51'35"" W
Station 7: 38º49'59"" N, 122º49'48"" W
Station 9: 38º49'42"" N,","steelhead","Central California Coast","Winter","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",750,7,"Central California Coast steelhead"
"83","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Hood Canal","N/A","Hood Canal, Puget Sound","Hood Canal basin of Puget Sound","bocaccio","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Trap, Minnow",1,0,"Puget Sound/Georgia Basin DPS bocaccio"
"84","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Hood Canal","N/A","Hood Canal, Puget Sound","Hood Canal basin of Puget Sound","yelloweye rockfish","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Trap, Not listed here",1,0,"Puget Sound/Georgia Basin DPS yelloweye rockfish"
"85","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Hood Canal","N/A","Hood Canal, Puget Sound","Hood Canal basin of Puget Sound","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Trap, Not listed here",50,2,"Puget Sound Chinook salmon"
"86","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Hood Canal","N/A","Hood Canal, Puget Sound","Hood Canal basin of Puget Sound","steelhead","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Trap, Not listed here",50,2,"Puget Sound steelhead"
"87","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","bocaccio","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Trap, Not listed here",1,0,"Puget Sound/Georgia Basin DPS bocaccio"
"88","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","yelloweye rockfish","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Trap, Not listed here",1,0,"Puget Sound/Georgia Basin DPS yelloweye rockfish"
